customer_no,Contribution_total_giving,Tickets___Total_Amount,Tickets_Number_of_Unique_Perfs,Donor_Category
3094671,800,,,Under-Patron
3094821,150,476,,Under-Patron
3094994,37.75,1034.05,,Under-Patron
3095004,69.7,6403,,Under-Patron
3095058,30.5,640,,Under-Patron
3095059,5000,6224,,Under-Patron
3095105,5,7904.5,,Under-Patron
3095138,50,80,,Under-Patron
3095160,5000,3109,,Under-Patron
3095174,27500,21716.75,,Under-Patron
3095200,450,2083,,Under-Patron
3095224,10100,8733,,Under-Patron
3095243,32.7,2299,,Under-Patron
3095246,200,6967.75,,Under-Patron
3095268,1000,1888,,Under-Patron
3095322,135,2626.5,,Under-Patron
3095432,150,200,,Under-Patron
3095444,350,280,,Under-Patron
3095519,10,930,,Under-Patron
3095631,200,1562,,Under-Patron
3095650,125,4749.5,,Under-Patron
3095716,1687.5,7645,,Under-Patron
3095740,30,626,,Under-Patron
3096007,200,2915,,Under-Patron
3096293,10,2635,,Under-Patron
3097601,5,662,,Under-Patron
3097610,29,,,Under-Patron
3097622,150,1231,,Under-Patron
3097704,18,305,,Under-Patron
3097898,10,337.5,,Under-Patron
3097920,45,90,,Under-Patron
3097928,250,1622,,Under-Patron
3098294,300,230,,Under-Patron
3098372,1133,,,Under-Patron
3098434,300,,,Under-Patron
3098647,25,5645.2,,Under-Patron
3098759,6300,10013,,Under-Patron
3098839,2000,,,Under-Patron
3098993,225,1109,,Under-Patron
3098997,60,180,,Under-Patron
3099073,150,450.5,,Under-Patron
3099162,500,441,,Under-Patron
3099507,1,657,,Under-Patron
3099752,50,743,,Under-Patron
3100023,5,195,,Under-Patron
3100158,400,1993.5,,Under-Patron
3100474,35,1312,,Under-Patron
3100493,34.5,173,,Under-Patron
3101373,100,5658.5,,Under-Patron
3101819,300,4345,,Under-Patron
3102022,100,3419,,Under-Patron
3102033,100,,,Under-Patron
3102062,100,1330,,Under-Patron
3102176,5,76,,Under-Patron
3102280,210,370,,Under-Patron
3102322,6960.5,1206,,Under-Patron
3102381,7.5,495,,Under-Patron
3102439,33.5,1088.5,,Under-Patron
3102467,300,350,,Under-Patron
3102510,300,1748,,Under-Patron
3102604,25,420,,Under-Patron
3102780,50,1139,,Under-Patron
3102789,136.4,5311.5,,Under-Patron
3102938,25,418,,Under-Patron
3102994,100,1016,,Under-Patron
3103089,19.5,589,,Under-Patron
3103150,24.75,280,,Under-Patron
3103297,41.75,2078.35,,Under-Patron
3103387,1645,1352,,Under-Patron
3103414,450,170,,Under-Patron
3103479,150,140,,Under-Patron
3103548,12831.5,,,Under-Patron
3103663,4000,180,,Under-Patron
3103677,150,3742.75,,Under-Patron
3103682,100,232,,Under-Patron
3103728,127.4,4447.04,,Under-Patron
3103737,13770,11423.5,,Under-Patron
3103760,24,2852,,Under-Patron
3103800,1250,1436.1,,Under-Patron
3103811,7,624.8,,Under-Patron
3103839,100,290,,Under-Patron
3103945,12.5,2253,,Under-Patron
3103953,100,1090,,Under-Patron
3104125,533.5,990,,Under-Patron
3104220,300,225,,Under-Patron
3104396,1,737,,Under-Patron
3104455,500,342,,Under-Patron
3104482,25,343,,Under-Patron
3104568,400,1340,,Under-Patron
3104637,24.4,832.5,,Under-Patron
3104653,10,992,,Under-Patron
3104684,100,515,,Under-Patron
3104704,100,1143.5,,Under-Patron
3104723,50,298.5,,Under-Patron
3104737,160.4,8915,,Under-Patron
3104910,50,2000.6,,Under-Patron
3105230,10,419,,Under-Patron
3105440,50,4900.35,,Under-Patron
3105451,1000,2526,,Under-Patron
3105460,10,2872.3,,Under-Patron
3105566,150,3382.5,,Under-Patron
3105578,20,,,Under-Patron
3105589,535,1092,,Under-Patron
3105656,50,380,,Under-Patron
3105661,1,200,,Under-Patron
3105663,100,280,,Under-Patron
3105704,75.5,1065,,Under-Patron
3105716,1000,260,,Under-Patron
3105751,50,180,,Under-Patron
3105764,50,828,,Under-Patron
3105809,16.25,993.75,,Under-Patron
3105833,5000,,,Under-Patron
3105866,230,160,,Under-Patron
3105877,75,140,,Under-Patron
3105988,2885,275,,Under-Patron
3106123,70.8,1508.8,,Under-Patron
3106185,115,500,,Under-Patron
3106186,600,1679.5,,Under-Patron
3106210,106.2,150,,Under-Patron
3106221,15,1300,,Under-Patron
3106223,150,,,Under-Patron
3106398,50,1956.8,,Under-Patron
3106704,225,125,,Under-Patron
3106822,75,,,Under-Patron
3106835,50,2528,,Under-Patron
3106884,50,960.5,,Under-Patron
3106940,200,169.5,,Under-Patron
3106953,50,416,,Under-Patron
3106956,28.5,2653,,Under-Patron
3107040,150,130,,Under-Patron
3107090,13.75,1292,,Under-Patron
3107138,200,126,,Under-Patron
3107175,150,2753.7,,Under-Patron
3107202,12.5,1240,,Under-Patron
3107230,5,2109.5,,Under-Patron
3107251,300,1932,,Under-Patron
3107267,300,1640,,Under-Patron
3107315,200,600.75,,Under-Patron
3107317,5,310,,Under-Patron
3107365,700,705,,Under-Patron
3107376,505,100,,Under-Patron
3107389,700,890,,Under-Patron
3107423,300,300,,Under-Patron
3107593,250,1374,,Under-Patron
3107718,1,212,,Under-Patron
3107726,50,240,,Under-Patron
3107746,455,5149,,Under-Patron
3107935,200,1735,,Under-Patron
3107944,1,4267,,Under-Patron
3108084,550,1214.5,,Under-Patron
3108129,50,197.5,,Under-Patron
3108135,19.1,236,,Under-Patron
3108187,75,772.25,,Under-Patron
3108259,115,2938,,Under-Patron
3108276,150,400,,Under-Patron
3108686,100,225,,Under-Patron
3108736,2900,490,,Under-Patron
3108748,3300,2876.5,,Under-Patron
3108786,250,460,,Under-Patron
3108826,10,1121,,Under-Patron
3108935,600,270,,Under-Patron
3109216,30,1159,,Under-Patron
3109234,1055.7,1506,,Under-Patron
3110181,250,475,,Under-Patron
3110301,25,433.5,,Under-Patron
3110327,50,273,,Under-Patron
3110383,31,220,,Under-Patron
3110390,50,584,,Under-Patron
3110404,350,,,Under-Patron
3110523,100,200,,Under-Patron
3110532,5,190,,Under-Patron
3110573,150,844,,Under-Patron
3110621,150,1563,,Under-Patron
3110691,50,756.5,,Under-Patron
3110888,50,300,,Under-Patron
3110899,58000,25,,Under-Patron
3110909,50,2052.5,,Under-Patron
3111047,30,153,,Under-Patron
3111085,1500,,,Under-Patron
3111129,15,450,,Under-Patron
3111210,44,468,,Under-Patron
3111231,25,1220,,Under-Patron
3111400,14700,6025.5,,Under-Patron
3111411,230.8,930.8,,Under-Patron
3111453,50,211.8,,Under-Patron
3111513,200,310,,Under-Patron
3111534,100,364,,Under-Patron
3111630,400,114,,Under-Patron
3111734,50,663,,Under-Patron
3111743,500,58,,Under-Patron
3111752,5,2120,,Under-Patron
3111766,10,25,,Under-Patron
3111849,50,90,,Under-Patron
3111882,150,550,,Under-Patron
3111947,200,1060,,Under-Patron
3111968,311,2366,,Under-Patron
3112024,250,111,,Under-Patron
3112073,301,1000,,Under-Patron
3112078,100,,,Under-Patron
3112102,1,821.5,,Under-Patron
3112236,10512,1610.8,,Under-Patron
3112260,435,,,Under-Patron
3112315,420,1340.4,,Under-Patron
3112416,31,1729,,Under-Patron
3112475,8,221,,Under-Patron
3112541,5708.33,490.75,,Under-Patron
3112595,10,540,,Under-Patron
3112752,165,2970,,Under-Patron
3112765,750,467.5,,Under-Patron
3112847,250,590,,Under-Patron
3112872,5,768.5,,Under-Patron
3112893,60,750,,Under-Patron
3112931,200,135,,Under-Patron
3112952,25,345,,Under-Patron
3113027,29.25,430,,Under-Patron
3113031,60,390,,Under-Patron
3113098,125,70,,Under-Patron
3113101,50,125,,Under-Patron
3113114,40,250,,Under-Patron
3113177,10,981,,Under-Patron
3113251,150,110,,Under-Patron
3113272,60,530,,Under-Patron
3113283,140,1612.5,,Under-Patron
3113324,50,,,Under-Patron
3113348,25,390,,Under-Patron
3113446,172,100,,Under-Patron
3113496,13,572,,Under-Patron
3113603,20000,12284,,Under-Patron
3113606,60,570,,Under-Patron
3113708,100,493.3,,Under-Patron
3113747,100,30,,Under-Patron
3113768,100,30,,Under-Patron
3113770,250,84,,Under-Patron
3113895,8250,960,,Under-Patron
3113923,305,515,,Under-Patron
3114058,30992.31,8384.3,,Under-Patron
3114088,6000,,,Under-Patron
3114101,65,,,Under-Patron
3114122,50,400,,Under-Patron
3114130,50,612,,Under-Patron
3114696,251.5,500,,Under-Patron
3114714,500,3720,,Under-Patron
3114738,7521.5,1568,,Under-Patron
3114766,100,1293,,Under-Patron
3114785,950,2981.5,,Under-Patron
3114827,25,,,Under-Patron
3200733,200,,,Under-Patron
3200752,50,1603.5,,Under-Patron
3200832,275,2556,,Under-Patron
3200852,125,,,Under-Patron
3200922,50,,,Under-Patron
3201156,250,,,Under-Patron
3201185,200,,,Under-Patron
3201228,50,,,Under-Patron
3201245,5,,,Under-Patron
3201264,200,,,Under-Patron
3201283,50,,,Under-Patron
3201335,100,,,Under-Patron
3201351,63,172,,Under-Patron
3201357,300,,,Under-Patron
3201373,45,,,Under-Patron
3201377,250,,,Under-Patron
3201479,50,,,Under-Patron
3201536,71.68,,,Under-Patron
3201574,100,,,Under-Patron
3201600,250,,,Under-Patron
3201674,50,,,Under-Patron
3201710,25,48,,Under-Patron
3201741,100,,,Under-Patron
3201757,15,,,Under-Patron
3201898,100,28,,Under-Patron
3201903,50,,,Under-Patron
3201924,750,,,Under-Patron
3201953,625,,,Under-Patron
3202078,143.2,1952.1,,Under-Patron
3202086,450,,,Under-Patron
3202109,75,,,Under-Patron
3202110,15,,,Under-Patron
3202154,10,,,Under-Patron
3202341,50,,,Under-Patron
3202429,350,,,Under-Patron
3202531,50,,,Under-Patron
3202581,35,,,Under-Patron
3202583,125,,,Under-Patron
3202746,300,,,Under-Patron
3202771,100,532.6,,Under-Patron
3202780,25,,,Under-Patron
3202832,40,,,Under-Patron
3202875,100,,,Under-Patron
3202878,100,,,Under-Patron
3202893,100,,,Under-Patron
3202919,100,,,Under-Patron
3202937,50,,,Under-Patron
3202950,5,,,Under-Patron
3202954,450,,,Under-Patron
3202969,4235,2085,,Under-Patron
3202970,1000,,,Under-Patron
3202976,500,,,Under-Patron
3203000,100,,,Under-Patron
3203001,400,196,,Under-Patron
3203018,50,,,Under-Patron
3203173,12.2,522.8,,Under-Patron
3203178,100,,,Under-Patron
3203183,55,454.5,,Under-Patron
3203191,100,,,Under-Patron
3203229,25,,,Under-Patron
3203288,50,31.5,,Under-Patron
3203409,16,1104,,Under-Patron
3203442,500,,,Under-Patron
3203443,494,,,Under-Patron
3203464,36,,,Under-Patron
3203469,597.3,,,Under-Patron
3203472,175,,,Under-Patron
3203482,50,,,Under-Patron
3203503,25,,,Under-Patron
3203528,100,,,Under-Patron
3203556,100,,,Under-Patron
3203557,150,,,Under-Patron
3203574,50,,,Under-Patron
3203631,100,,,Under-Patron
3203694,500,,,Under-Patron
3203795,36,,,Under-Patron
3203895,100,,,Under-Patron
3203930,3.75,,,Under-Patron
3203978,250,,,Under-Patron
3204045,50,,,Under-Patron
3204212,3123.53,10557,,Under-Patron
3204307,50,,,Under-Patron
3204368,100,,,Under-Patron
3204605,2052,8902.5,,Under-Patron
3204609,50,,,Under-Patron
3204803,25,,,Under-Patron
3205071,600,,,Under-Patron
3205089,100,282,,Under-Patron
3205107,100,582.5,,Under-Patron
3205140,729,7444,,Under-Patron
3205273,125,3851,,Under-Patron
3205296,280,1360,,Under-Patron
3205307,54.95,1497.25,,Under-Patron
3205336,260.9,5973,,Under-Patron
3205348,150,1930,,Under-Patron
3205369,50,300,,Under-Patron
3205375,50,534.75,,Under-Patron
3205381,50,150,,Under-Patron
3205382,10,1785.5,,Under-Patron
3205388,50,351.5,,Under-Patron
3205456,3800,1917,,Under-Patron
3205578,10,30,,Under-Patron
3205588,1650,,,Under-Patron
3205601,50,2379.5,,Under-Patron
3205626,50,11703,,Under-Patron
3205644,100,1195,,Under-Patron
3205650,1400,4859,,Under-Patron
3205685,30,,,Under-Patron
3205691,250,,,Under-Patron
3205695,100,992,,Under-Patron
3205699,200,,,Under-Patron
3205709,50,660,,Under-Patron
3205710,165,1281,,Under-Patron
3205711,50,230,,Under-Patron
3205712,50,84,,Under-Patron
3205714,50,316,,Under-Patron
3205720,75,,,Under-Patron
3205748,120,922,,Under-Patron
3205749,100,2182,,Under-Patron
3205759,400,2344,,Under-Patron
3205761,50,,,Under-Patron
3205776,72,1540,,Under-Patron
3205815,150,,,Under-Patron
3205818,250,12846.6,,Under-Patron
3205823,50,721,,Under-Patron
3205827,40,3124,,Under-Patron
3205828,38942,6217,,Under-Patron
3205832,118.5,171,,Under-Patron
3205846,2814.5,13746.25,,Under-Patron
3205857,250,,,Under-Patron
3205858,1250,1398,,Under-Patron
3205864,1,,,Under-Patron
3205866,2500,,,Under-Patron
3205908,1000,7233,,Under-Patron
3205933,425,,,Under-Patron
3205940,100,,,Under-Patron
3205944,61.5,507.5,,Under-Patron
3205951,50,417,,Under-Patron
3205959,78.6,766,,Under-Patron
3205966,110,828,,Under-Patron
3205993,319.5,511,,Under-Patron
3205996,50,904,,Under-Patron
3206030,43.56,,,Under-Patron
3206044,100,3832.5,,Under-Patron
3206080,1363,2868,,Under-Patron
3206084,33.7,322,,Under-Patron
3206090,50,709,,Under-Patron
3206114,100,1079,,Under-Patron
3206124,50,264,,Under-Patron
3206125,371.13,2997.25,,Under-Patron
3206126,200,204,,Under-Patron
3206127,90.2,1627,,Under-Patron
3206129,125,,,Under-Patron
3206130,45,989,,Under-Patron
3206168,100,60,,Under-Patron
3206203,10,1020,,Under-Patron
3206204,12.5,1331.6,,Under-Patron
3206217,20250,7192.25,,Under-Patron
3206220,57.2,3387,,Under-Patron
3206227,101.2,1302,,Under-Patron
3206240,3,332,,Under-Patron
3206248,138,2396,,Under-Patron
3206259,26,644,,Under-Patron
3206274,30,340,,Under-Patron
3206276,3,147,,Under-Patron
3206278,250,800,,Under-Patron
3206281,9,80,,Under-Patron
3206283,506.62,1374.21,,Under-Patron
3206296,35,292,,Under-Patron
3206308,135,830,,Under-Patron
3206318,50,12,,Under-Patron
3206325,10,50,,Under-Patron
3206330,328,5400,,Under-Patron
3206348,250,6938,,Under-Patron
3206357,20,182,,Under-Patron
3206366,2,913.2,,Under-Patron
3206373,1,1090,,Under-Patron
3206377,58.5,2011.5,,Under-Patron
3206389,35,274,,Under-Patron
3206410,31.5,1455,,Under-Patron
3206413,34.5,330,,Under-Patron
3206416,310,1614,,Under-Patron
3206424,32.5,580,,Under-Patron
3206425,210,2040,,Under-Patron
3206427,10,172,,Under-Patron
3206447,20,1195.25,,Under-Patron
3206485,9,306,,Under-Patron
3206553,14.75,140,,Under-Patron
3206601,100,257,,Under-Patron
3206603,18,2068,,Under-Patron
3206630,500,270,,Under-Patron
3206631,3.5,235,,Under-Patron
3206632,236.5,1805,,Under-Patron
3206641,50,2452.5,,Under-Patron
3206663,59,3064.5,,Under-Patron
3206696,25,,,Under-Patron
3206709,50,2076,,Under-Patron
3206715,10,130,,Under-Patron
3206720,10,611,,Under-Patron
3206724,15,672,,Under-Patron
3206771,2500,1661,,Under-Patron
3206791,350,2534,,Under-Patron
3206795,600,190,,Under-Patron
3206801,68.7,1028,,Under-Patron
3206807,25,,,Under-Patron
3206814,50,160,,Under-Patron
3206819,988,9376,,Under-Patron
3206828,15,1378,,Under-Patron
3206836,500,,,Under-Patron
3206847,100,369,,Under-Patron
3206877,20,550,,Under-Patron
3206884,60,2730,,Under-Patron
3206902,146,3466,,Under-Patron
3206905,210,1797.1,,Under-Patron
3206916,20,119,,Under-Patron
3206957,2400,10556.75,,Under-Patron
3206964,3,112,,Under-Patron
3206994,20,316,,Under-Patron
3207002,150,387,,Under-Patron
3207013,110,1673,,Under-Patron
3207016,30,572,,Under-Patron
3207023,100,270,,Under-Patron
3207025,451,1076,,Under-Patron
3207031,200,919,,Under-Patron
3207035,24,923,,Under-Patron
3207094,75,891,,Under-Patron
3207098,100,915,,Under-Patron
3207105,104,2556.8,,Under-Patron
3207158,211,1274,,Under-Patron
3207195,50,2542,,Under-Patron
3207216,5650,1003.5,,Under-Patron
3207220,55,3183,,Under-Patron
3207223,15,170,,Under-Patron
3207231,13200,4930.75,,Under-Patron
3207241,70,,,Under-Patron
3207254,125,172,,Under-Patron
3207270,20,1532,,Under-Patron
3207294,10,1074,,Under-Patron
3207333,5400,596,,Under-Patron
3207353,5,962,,Under-Patron
3207355,120,130,,Under-Patron
3207356,1275,2389.5,,Under-Patron
3207362,7,495.5,,Under-Patron
3207438,5,70,,Under-Patron
3207443,323150,21090.68,,Under-Patron
3207448,8,1526,,Under-Patron
3207449,15,340,,Under-Patron
3207471,100,132,,Under-Patron
3207484,50,555,,Under-Patron
3207501,25,1166,,Under-Patron
3207506,10,75,,Under-Patron
3208290,20,332,,Under-Patron
3208298,3,173,,Under-Patron
3208305,35,916,,Under-Patron
3208327,400,268,,Under-Patron
3208349,25,,,Under-Patron
3208359,35.7,4204.8,,Under-Patron
3208362,5,296,,Under-Patron
3208390,37240,6652.7,,Under-Patron
3208407,350,881,,Under-Patron
3208429,10,312,,Under-Patron
3208473,150,797,,Under-Patron
3208474,500,,,Under-Patron
3208517,5,100,,Under-Patron
3208553,10,1568.6,,Under-Patron
3208554,10,6044,,Under-Patron
3208637,133.25,1638.4,,Under-Patron
3208669,10,332,,Under-Patron
3208680,23593,2484.5,,Under-Patron
3208693,3,354,,Under-Patron
3208703,25,,,Under-Patron
3208708,10,520,,Under-Patron
3208729,25,1543,,Under-Patron
3208749,20,844,,Under-Patron
3208817,35.8,445,,Under-Patron
3208831,13,400,,Under-Patron
3208836,50,310,,Under-Patron
3208843,60.88,2849.25,,Under-Patron
3208863,5,92,,Under-Patron
3208911,1000,,,Under-Patron
3208912,12,80,,Under-Patron
3208960,129.5,1513,,Under-Patron
3208974,5000,4783,,Under-Patron
3208992,13.6,516,,Under-Patron
3208999,11.45,389,,Under-Patron
3209018,50,676.5,,Under-Patron
3209032,4,368,,Under-Patron
3209039,500,2275,,Under-Patron
3209063,15.75,170,,Under-Patron
3209069,50,160,,Under-Patron
3209091,100,3472,,Under-Patron
3209101,75,696,,Under-Patron
3209103,9865,24160,,Under-Patron
3209135,15,184,,Under-Patron
3209174,100,409,,Under-Patron
3209208,77.6,717.2,,Under-Patron
3209233,1267.6,1424.4,,Under-Patron
3209238,5,170,,Under-Patron
3209263,157.5,1585,,Under-Patron
3209267,150,1628,,Under-Patron
3209302,5,280,,Under-Patron
3209307,129.75,1310,,Under-Patron
3209314,176.9,4918,,Under-Patron
3209321,10,650,,Under-Patron
3209389,20,255,,Under-Patron
3209390,231.5,486,,Under-Patron
3209415,875,3830,,Under-Patron
3209420,100,1452,,Under-Patron
3209425,1,1506.5,,Under-Patron
3209459,19,426,,Under-Patron
3209562,44,155,,Under-Patron
3209657,50,150,,Under-Patron
3209674,5.5,147,,Under-Patron
3209676,4,86,,Under-Patron
3209700,5,200,,Under-Patron
3209748,5,710,,Under-Patron
3209759,2,455,,Under-Patron
3209761,2750,5355.65,,Under-Patron
3209903,14.1,293,,Under-Patron
3209969,1,310,,Under-Patron
3210000,35.25,397.5,,Under-Patron
3210017,185,1320,,Under-Patron
3210019,100,280,,Under-Patron
3210026,220,2152,,Under-Patron
3210028,15140,7160,,Under-Patron
3210114,10,30,,Under-Patron
3210124,30,330,,Under-Patron
3210139,5,384,,Under-Patron
3210161,110,1600,,Under-Patron
3210223,20,255,,Under-Patron
3210238,10,214,,Under-Patron
3210256,60,878,,Under-Patron
3210281,20,50,,Under-Patron
3210328,50,500,,Under-Patron
3210341,46000,1418.8,,Under-Patron
3210355,5,,,Under-Patron
3210399,14.88,1553.12,,Under-Patron
3210408,25,425,,Under-Patron
3210434,15.75,470,,Under-Patron
3210435,100,,,Under-Patron
3210442,20,466.4,,Under-Patron
3210448,50,110,,Under-Patron
3210456,100,2688,,Under-Patron
3210472,50,392,,Under-Patron
3210480,100,100,,Under-Patron
3210490,30,,,Under-Patron
3210494,2,321,,Under-Patron
3210496,27,318,,Under-Patron
3210515,135,308,,Under-Patron
3210796,20,856,,Under-Patron
3210889,20,,,Under-Patron
3210929,62.5,3235.6,,Under-Patron
3210933,50,,,Under-Patron
3210935,2.5,471,,Under-Patron
3210965,2010,9937.19,,Under-Patron
3210966,50,,,Under-Patron
3211005,5,3081.85,,Under-Patron
3211017,400,,,Under-Patron
3211136,5,272,,Under-Patron
3211143,14,710,,Under-Patron
3211159,30,1696,,Under-Patron
3211216,1,230,,Under-Patron
3211247,50,280,,Under-Patron
3211260,30,140,,Under-Patron
3211267,5,580,,Under-Patron
3211292,50,895.5,,Under-Patron
3211302,25,,,Under-Patron
3211303,20,80,,Under-Patron
3211315,85,1160,,Under-Patron
3211316,15,640,,Under-Patron
3211336,50,152,,Under-Patron
3211337,300,85,,Under-Patron
3211338,200,864.5,,Under-Patron
3211344,36,600.5,,Under-Patron
3211347,2000,,,Under-Patron
3211369,15159.3,8269,,Under-Patron
3211418,5,160,,Under-Patron
3211494,25.25,,,Under-Patron
3211497,54.2,674,,Under-Patron
3211527,2,625,,Under-Patron
3211536,20,870,,Under-Patron
3211568,5,386,,Under-Patron
3211571,17.5,335,,Under-Patron
3211690,70,644,,Under-Patron
3211701,10,280,,Under-Patron
3211709,5500,8506,,Under-Patron
3211735,112.5,896,,Under-Patron
3211761,15,1100.25,,Under-Patron
3211764,7,85,,Under-Patron
3211766,5,130.5,,Under-Patron
3211797,4510,580,,Under-Patron
3211801,21,367,,Under-Patron
3211907,102,,,Under-Patron
3211936,3,117,,Under-Patron
3211980,10,175,,Under-Patron
3211989,100,441,,Under-Patron
3212024,10,330,,Under-Patron
3212094,10,80,,Under-Patron
3212112,16.38,982.76,,Under-Patron
3212139,31.5,580,,Under-Patron
3212151,25,972.5,,Under-Patron
3212219,13.5,300,,Under-Patron
3212250,144.3,1127,,Under-Patron
3212263,10,457.5,,Under-Patron
3212271,120,3608.25,,Under-Patron
3212291,1075,,,Under-Patron
3212304,1000,,,Under-Patron
3212330,32.5,650,,Under-Patron
3212331,5,130,,Under-Patron
3212351,5,286,,Under-Patron
3212382,1350,1306.3,,Under-Patron
3212447,250,504,,Under-Patron
3212478,2.8,154,,Under-Patron
3212492,5,140,,Under-Patron
3212511,5,2470,,Under-Patron
3212512,50,,,Under-Patron
3212647,60,1816,,Under-Patron
3212650,15,446,,Under-Patron
3212670,1,45,,Under-Patron
3212682,20,325,,Under-Patron
3212697,6238.85,1498,,Under-Patron
3212742,50,490,,Under-Patron
3212863,33.5,650,,Under-Patron
3212886,209.5,2496,,Under-Patron
3212963,81,,,Under-Patron
3212982,20,270,,Under-Patron
3213013,15,555,,Under-Patron
3213014,55110,6070,,Under-Patron
3213032,6.25,203,,Under-Patron
3213124,3100,1136,,Under-Patron
3213188,11.1,96,,Under-Patron
3213206,68,4662,,Under-Patron
3213223,41.25,2718,,Under-Patron
3213228,100,465,,Under-Patron
3213237,101,490,,Under-Patron
3213241,50,508,,Under-Patron
3213266,2,905,,Under-Patron
3213275,50,260,,Under-Patron
3213291,27.6,742.8,,Under-Patron
3213295,2.75,135.5,,Under-Patron
3213301,23,215,,Under-Patron
3213306,17.5,160,,Under-Patron
3213313,6.5,65,,Under-Patron
3213327,41.5,400,,Under-Patron
3213331,18,1916.86,,Under-Patron
3213343,18.5,170,,Under-Patron
3213351,25,,,Under-Patron
3213378,10,,,Under-Patron
3213380,10,25,,Under-Patron
3213384,10,,,Under-Patron
3213418,24.5,230,,Under-Patron
3213444,21,565,,Under-Patron
3213457,19,467,,Under-Patron
3213460,15.5,318,,Under-Patron
3213475,3,857,,Under-Patron
3213484,10,90,,Under-Patron
3213504,8.75,111,,Under-Patron
3213512,95.5,2792,,Under-Patron
3213514,750,3862.75,,Under-Patron
3213522,46.5,450,,Under-Patron
3213525,20,633,,Under-Patron
3213535,30.2,272,,Under-Patron
3213537,636.4,4750,,Under-Patron
3213639,30,68,,Under-Patron
3213640,20,590,,Under-Patron
3213643,10,50,,Under-Patron
3213651,20,100,,Under-Patron
3213663,30,375,,Under-Patron
3213668,11.1,898,,Under-Patron
3213725,10,310,,Under-Patron
3213767,10,2071,,Under-Patron
3213773,2.5,1655.5,,Under-Patron
3213781,24,966,,Under-Patron
3213795,34.5,330,,Under-Patron
3216165,50,528,,Under-Patron
3216166,25.5,645,,Under-Patron
3216171,38,1370,,Under-Patron
3216172,25,260,,Under-Patron
3216173,125,100,,Under-Patron
3216246,2,780,,Under-Patron
3216272,16.45,345,,Under-Patron
3216289,18.8,765.2,,Under-Patron
3216310,100,,,Under-Patron
3216315,17734.85,659.26,,Under-Patron
3216323,1,220,,Under-Patron
3216332,10,1583.1,,Under-Patron
3216340,375,270,,Under-Patron
3216378,576,2966,,Under-Patron
3216472,2547.3,1249,,Under-Patron
3216488,15,740,,Under-Patron
3216614,37.25,925,,Under-Patron
3216620,34.6,1734.5,,Under-Patron
3216700,1,262,,Under-Patron
3216704,61.8,958,,Under-Patron
3216715,70.2,1562.75,,Under-Patron
3216725,27,255,,Under-Patron
3216739,16129.5,384,,Under-Patron
3216741,13.5,120,,Under-Patron
3216743,5192.9,7158,,Under-Patron
3216748,15.5,140,,Under-Patron
3216760,45,290,,Under-Patron
3216768,20.5,190,,Under-Patron
3216780,5,2161,,Under-Patron
3216796,57,156,,Under-Patron
3216811,30,953,,Under-Patron
3216816,50,264,,Under-Patron
3216821,100,471,,Under-Patron
3216831,13.5,120,,Under-Patron
3216857,21,512,,Under-Patron
3216858,9.33,80.75,,Under-Patron
3216861,29.5,280,,Under-Patron
3216865,18.5,170,,Under-Patron
3216887,20062.5,1160,,Under-Patron
3216898,164.63,2611.75,,Under-Patron
3216904,4,35,,Under-Patron
3216922,5,1595,,Under-Patron
3216930,21,180,,Under-Patron
3216931,50,260,,Under-Patron
3216945,10,427.5,,Under-Patron
3216972,150,4458,,Under-Patron
3216984,44,425,,Under-Patron
3216996,15.7,302,,Under-Patron
3216999,25,954,,Under-Patron
3217009,10,380,,Under-Patron
3217010,10.5,90,,Under-Patron
3217017,6,75,,Under-Patron
3217037,15.75,142.5,,Under-Patron
3217045,8.07,68.2,,Under-Patron
3217083,45.95,160.25,,Under-Patron
3217085,10,,,Under-Patron
3217086,29.9,294,,Under-Patron
3217094,33.5,320,,Under-Patron
3217095,30,885,,Under-Patron
3217105,10,,,Under-Patron
3217142,6,50,,Under-Patron
3217154,26.5,250,,Under-Patron
3217176,28.25,3017,,Under-Patron
3217185,5,190.5,,Under-Patron
3217205,231.25,9239,,Under-Patron
3217215,23,392,,Under-Patron
3217221,3000,3721.25,,Under-Patron
3217226,10,3033.75,,Under-Patron
3217283,32.35,301,,Under-Patron
3217294,13.75,130,,Under-Patron
3217298,53,665,,Under-Patron
3217303,8.75,220,,Under-Patron
3217309,15.5,699.5,,Under-Patron
3217313,32,720,,Under-Patron
3217315,21,195,,Under-Patron
3217321,200,,,Under-Patron
3217362,13.5,3633.5,,Under-Patron
3217404,3.5,160,,Under-Patron
3217429,6,52.5,,Under-Patron
3217431,10,112,,Under-Patron
3217448,11.7,102,,Under-Patron
3217474,31,280,,Under-Patron
3217476,23.25,225,,Under-Patron
3217531,27.5,3000,,Under-Patron
3217536,43.1,1051,,Under-Patron
3217538,10,998,,Under-Patron
3217564,50,36,,Under-Patron
3217579,17.25,570,,Under-Patron
3217582,22.5,200,,Under-Patron
3217602,5,40,,Under-Patron
3217604,20.5,190,,Under-Patron
3217620,25,5268,,Under-Patron
3217621,3,77.5,,Under-Patron
3217622,50,404,,Under-Patron
3217626,3032.25,5340.25,,Under-Patron
3217645,11.1,262,,Under-Patron
3217687,20,744.25,,Under-Patron
3217701,25,260,,Under-Patron
3217703,20,849.5,,Under-Patron
3217705,26,1023,,Under-Patron
3217778,111.03,2826.5,,Under-Patron
