customer no,Difference between Earliest Engagement and First Donation,First Contribution Amount,Donor Category
3202086,447.00,25,Under-Patron
3202109,73.00,29,Under-Patron
3202110,13.00,50,Under-Patron
3202154,9.00,10,Under-Patron
3202341,49.00,10,Under-Patron
3202429,348.00,15,Under-Patron
3202531,48.00,2500,Under-Patron
3202581,32.00,100,Under-Patron
3202583,124.00,50,Under-Patron
3202746,296.00,50,Under-Patron
3202771,99.00,50,Under-Patron
3202780,20.00,150,Under-Patron
3202832,36.00,15,Under-Patron
3202875,97.00,250,Under-Patron
3202878,94.00,50,Under-Patron
3202893,99.00,20,Under-Patron
3202919,96.00,25,Under-Patron
3202937,49.00,146,Under-Patron
3202950,0.00,110,Under-Patron
3202954,449.00,20,Under-Patron
3202969,4223.00,100,Under-Patron
3202970,999.00,3,Under-Patron
3202976,498.00,20,Under-Patron
3203000,99.00,50,Under-Patron
3203001,399.00,40,Under-Patron
3203018,48.00,30,Under-Patron
3203173,11.20,100,Under-Patron
3203178,97.00,250,Under-Patron
3203183,53.00,200,Under-Patron
3203191,98.00,3,Under-Patron
3203229,24.00,25,Under-Patron
3203288,45.00,50,Under-Patron
3203409,12.00,54,Under-Patron
3203442,497.00,11,Under-Patron
3203443,490.00,25,Under-Patron
3203464,32.00,300,Under-Patron
3203469,593.30,3,Under-Patron
3203472,174.00,15,Under-Patron
3203482,44.00,1500,Under-Patron
3203503,24.00,20,Under-Patron
3203528,98.00,25,Under-Patron
3203556,97.00,20,Under-Patron
3203557,147.00,10,Under-Patron
3203574,46.00,2500,Under-Patron
3203631,98.00,5,Under-Patron
3203694,499.00,100,Under-Patron
3203795,34.00,15,Under-Patron
3203895,97.00,7,Under-Patron
3203930,2.75,5,Under-Patron
3203978,246.00,1000,Under-Patron
3204045,45.00,5,Under-Patron
3204212,3122.53,15,Under-Patron
3204307,49.00,100,Under-Patron
3204368,99.00,50,Under-Patron
3204605,2049.00,25,Under-Patron
3204609,49.00,10,Under-Patron
3204803,24.00,10,Under-Patron
3205071,596.00,3,Under-Patron
3205089,97.00,20,Under-Patron
3205107,99.00,50,Under-Patron
3205140,725.00,5,Under-Patron
3205273,123.00,5,Under-Patron
3205296,276.00,2500,Under-Patron
3205307,51.95,100,Under-Patron
3205336,259.90,10,Under-Patron
3205348,148.00,100,Under-Patron
3205369,48.00,5,Under-Patron
3205375,47.00,10,Under-Patron
3205381,46.00,10,Under-Patron
3205382,3.00,1,Under-Patron
3205388,48.00,10,Under-Patron
3205456,3796.00,100,Under-Patron
3205578,8.00,3,Under-Patron
3205588,1649.00,10,Under-Patron
3205601,46.00,25,Under-Patron
3205626,44.00,10,Under-Patron
3205644,99.00,35.8,Under-Patron
3205650,1398.00,13,Under-Patron
3205685,29.00,50,Under-Patron
3205691,246.00,10.88,Under-Patron
3205695,99.00,5,Under-Patron
3205699,199.00,12,Under-Patron
3205709,47.00,29.5,Under-Patron
3205710,161.00,2500,Under-Patron
3205711,47.00,5.75,Under-Patron
3205712,48.00,11.45,Under-Patron
3205714,48.00,25,Under-Patron
3205720,73.00,4,Under-Patron
3205748,118.00,500,Under-Patron
3205749,96.00,5,Under-Patron
3205759,395.00,25,Under-Patron
3205761,47.00,100,Under-Patron
3205776,69.00,25,Under-Patron
3205815,146.00,105,Under-Patron
3205818,248.00,15,Under-Patron
3205823,49.00,100,Under-Patron
3205827,38.00,28.8,Under-Patron
3205828,38938.00,20,Under-Patron
3205832,117.50,5,Under-Patron
3205846,2809.50,15,Under-Patron
3205857,246.00,50,Under-Patron
3205858,1249.00,5,Under-Patron
3205864,-2.00,20.5,Under-Patron
3205866,2493.00,50,Under-Patron
3205908,999.00,10,Under-Patron
3205933,424.00,20,Under-Patron
3205940,97.00,20,Under-Patron
3205944,58.50,250,Under-Patron
3205951,48.00,100,Under-Patron
3205959,76.60,1,Under-Patron
3205966,108.00,19,Under-Patron
3205993,317.50,9,Under-Patron
3205996,49.00,50,Under-Patron
3206030,41.56,5.5,Under-Patron
3206044,99.00,4,Under-Patron
3206080,1362.00,5,Under-Patron
3206084,32.70,5,Under-Patron
3206090,47.00,2,Under-Patron
3206114,96.00,100,Under-Patron
3206124,48.00,14.1,Under-Patron
3206125,369.13,1,Under-Patron
3206126,197.00,5,Under-Patron
3206127,88.20,55,Under-Patron
3206129,124.00,50,Under-Patron
3206130,43.00,100,Under-Patron
3206168,95.00,140,Under-Patron
3206203,8.00,10,Under-Patron
3206204,9.50,20,Under-Patron
3206217,20249.00,5,Under-Patron
3206220,55.20,50,Under-Patron
3206227,100.20,20,Under-Patron
3206240,1.00,10,Under-Patron
3206248,135.00,10,Under-Patron
3206259,22.00,10,Under-Patron
3206274,29.00,50,Under-Patron
3206276,0.00,1500,Under-Patron
3206278,247.00,14.88,Under-Patron
3206281,7.00,25,Under-Patron
3206283,504.62,15.75,Under-Patron
3206296,34.00,20,Under-Patron
3206308,132.00,50,Under-Patron
3206318,46.00,100,Under-Patron
3206325,9.00,50,Under-Patron
3206330,327.00,100,Under-Patron
3206348,249.00,2,Under-Patron
3206357,16.00,25,Under-Patron
3206366,-2.00,10,Under-Patron
3206373,-1.00,20,Under-Patron
3206377,57.50,20,Under-Patron
3206389,32.00,12.5,Under-Patron
3206410,27.50,2.5,Under-Patron
3206413,30.50,1000,Under-Patron
3206416,306.00,5,Under-Patron
3206424,30.50,5,Under-Patron
3206425,208.00,14,Under-Patron
3206427,6.00,20,Under-Patron
3206447,19.00,1,Under-Patron
3206485,8.00,50,Under-Patron
3206553,13.75,10,Under-Patron
3206601,99.00,5,Under-Patron
3206603,16.00,50,Under-Patron
3206630,499.00,20,Under-Patron
3206631,0.50,25,Under-Patron
3206632,234.50,15,Under-Patron
3206641,49.00,50,Under-Patron
3206663,58.00,100,Under-Patron
3206696,24.00,100,Under-Patron
3206709,48.00,10,Under-Patron
3206715,6.00,136.4,Under-Patron
3206720,9.00,5,Under-Patron
3206724,14.00,25,Under-Patron
3206771,2498.00,2,Under-Patron
3206791,348.00,20,Under-Patron
3206795,598.00,5,Under-Patron
3206801,66.70,17.5,Under-Patron
3206807,21.00,50,Under-Patron
3206814,49.00,10,Under-Patron
3206819,986.00,100,Under-Patron
3206828,12.00,100,Under-Patron
3206836,497.00,15,Under-Patron
3206847,99.00,7,Under-Patron
3206877,19.00,5,Under-Patron
3206884,57.00,2500,Under-Patron
3206902,143.00,21,Under-Patron
3206905,209.00,102,Under-Patron
3206916,19.00,3,Under-Patron
3206957,2399.00,10,Under-Patron
3206964,2.00,100,Under-Patron
3206994,19.00,10,Under-Patron
3207002,148.00,10,Under-Patron
3207013,107.00,16.38,Under-Patron
3207016,28.00,31.5,Under-Patron
3207023,98.00,25,Under-Patron
3207025,448.00,4.5,Under-Patron
3207031,196.00,43.1,Under-Patron
3207035,23.00,10,Under-Patron
3207094,63.00,25,Under-Patron
3207098,98.00,15,Under-Patron
3207105,103.00,5,Under-Patron
3207158,209.00,5,Under-Patron
3207195,46.00,250,Under-Patron
3207216,5647.00,250,Under-Patron
3207220,52.00,2.8,Under-Patron
3207223,14.00,5,Under-Patron
3207231,13197.00,5,Under-Patron
3207241,69.00,50,Under-Patron
3207254,122.00,50,Under-Patron
3207270,18.00,15,Under-Patron
3207294,8.00,1,Under-Patron
3207333,5398.00,20,Under-Patron
3207353,0.00,12,Under-Patron
3207355,119.00,50,Under-Patron
3207356,1273.00,33.5,Under-Patron
3207362,3.00,20.5,Under-Patron
3207438,4.00,26,Under-Patron
3207443,323149.00,20,Under-Patron
3207448,6.00,15,Under-Patron
3207449,13.00,500,Under-Patron
3207471,97.00,6.25,Under-Patron
3207484,49.00,100,Under-Patron
3207501,24.00,11.1,Under-Patron
3207506,6.00,28,Under-Patron
3208290,15.00,41.25,Under-Patron
3208298,2.00,50,Under-Patron
3208305,34.00,101,Under-Patron
3208327,399.00,50,Under-Patron
3208349,22.00,2,Under-Patron
3208359,34.70,50,Under-Patron
3208362,1.00,12.6,Under-Patron
3208390,27238.00,2.75,Under-Patron
3208407,348.00,16.25,Under-Patron
3208429,9.00,17.5,Under-Patron
3208473,149.00,6.5,Under-Patron
3208474,499.00,41.5,Under-Patron
3208517,2.00,8,Under-Patron
3208553,9.00,18.5,Under-Patron
3208554,9.00,10,Under-Patron
3208637,130.25,10,Under-Patron
3208669,8.00,10,Under-Patron
3208680,23592.00,24.5,Under-Patron
3208693,0.00,3,Under-Patron
3208703,23.00,19,Under-Patron
3208708,8.00,15.5,Under-Patron
3208729,21.00,3,Under-Patron
3208749,19.00,10,Under-Patron
3208817,33.80,8.75,Under-Patron
3208831,8.00,44,Under-Patron
3208836,45.00,250,Under-Patron
3208843,59.88,46.5,Under-Patron
3208863,3.00,20,Under-Patron
3208911,999.00,30.2,Under-Patron
3208912,9.00,136.4,Under-Patron
3208960,128.50,5,Under-Patron
3208974,4998.00,5,Under-Patron
3208992,12.60,10,Under-Patron
3208999,10.45,20,Under-Patron
3209018,49.00,30,Under-Patron
3209032,0.00,11.1,Under-Patron
3209039,499.00,10,Under-Patron
3209063,10.75,10,Under-Patron
3209069,46.00,2.5,Under-Patron
3209091,97.00,4,Under-Patron
3209101,74.00,34.5,Under-Patron
3209103,9864.00,50,Under-Patron
3209135,13.00,25.5,Under-Patron
3209174,97.00,25,Under-Patron
3209208,76.60,25,Under-Patron
3209233,1266.60,25,Under-Patron
3209238,1.00,1,Under-Patron
3209263,155.50,16.45,Under-Patron
3209267,146.00,8.8,Under-Patron
3209302,3.00,2500,Under-Patron
3209307,127.75,1,Under-Patron
3209314,171.90,10,Under-Patron
3209321,9.00,75,Under-Patron
3209389,16.00,200,Under-Patron
3209390,229.50,47.3,Under-Patron
3209415,873.00,15,Under-Patron
3209420,99.00,37.25,Under-Patron
3209425,-1.00,34.6,Under-Patron
3209459,17.00,1,Under-Patron
3209562,43.00,36.8,Under-Patron
3209657,47.00,32,Under-Patron
3209674,4.50,27,Under-Patron
3209676,2.00,6600,Under-Patron
3209700,4.00,13.5,Under-Patron
3209748,1.00,32.5,Under-Patron
3209759,1.00,15.5,Under-Patron
3209761,2749.00,45,Under-Patron
3209903,13.10,20.5,Under-Patron
3209969,0.00,5,Under-Patron
3210000,33.25,7,Under-Patron
3210017,183.00,30,Under-Patron
3210019,97.00,25,Under-Patron
3210026,217.00,50,Under-Patron
3210028,15139.00,13.5,Under-Patron
3210114,8.00,21,Under-Patron
3210124,29.00,9.33,Under-Patron
3210139,3.00,29.5,Under-Patron
3210161,109.00,18.5,Under-Patron
3210223,18.00,62.5,Under-Patron
3210238,6.00,5,Under-Patron
3210256,59.00,4,Under-Patron
3210281,17.00,5,Under-Patron
3210328,49.00,21,Under-Patron
3210341,45999.00,50,Under-Patron
3210355,4.00,10,Under-Patron
3210399,10.88,150,Under-Patron
3210408,24.00,44,Under-Patron
3210434,13.75,15.7,Under-Patron
3210435,97.00,25,Under-Patron
3210442,19.00,10,Under-Patron
3210448,49.00,10.5,Under-Patron
3210456,98.00,6,Under-Patron
3210472,49.00,15.75,Under-Patron
3210480,99.00,3,Under-Patron
3210490,27.00,2.85,Under-Patron
3210494,0.00,15,Under-Patron
3210496,26.00,33.5,Under-Patron
3210515,133.00,30,Under-Patron
3210796,17.00,10,Under-Patron
3210889,19.00,6,Under-Patron
3210929,61.50,26.5,Under-Patron
3210933,46.00,28.25,Under-Patron
3210935,0.50,5,Under-Patron
3210965,2006.00,8.75,Under-Patron
3210966,48.00,10,Under-Patron
3211005,1.00,0,Under-Patron
3211017,391.00,10,Under-Patron
3211136,3.00,9.25,Under-Patron
3211143,13.00,13.75,Under-Patron
3211159,28.00,53,Under-Patron
3211216,-1.00,8.75,Under-Patron
3211247,47.00,15.5,Under-Patron
3211260,27.00,15,Under-Patron
3211267,4.00,21,Under-Patron
3211292,46.00,13.5,Under-Patron
3211302,24.00,3.5,Under-Patron
3211303,18.00,6,Under-Patron
3211315,84.00,10,Under-Patron
3211316,14.00,11.7,Under-Patron
3211336,49.00,31,Under-Patron
3211337,299.00,23.25,Under-Patron
3211338,197.00,27.5,Under-Patron
3211344,33.00,43.1,Under-Patron
3211347,1995.00,10,Under-Patron
3211369,15158.30,50,Under-Patron
3211418,3.00,17.25,Under-Patron
3211494,24.25,22.5,Under-Patron
3211497,53.20,5,Under-Patron
3211527,1.00,20.5,Under-Patron
3211536,18.00,25,Under-Patron
3211568,4.00,3,Under-Patron
3211571,16.50,50,Under-Patron
3211690,65.00,17.25,Under-Patron
3211701,8.00,11.1,Under-Patron
3211709,5498.00,20,Under-Patron
3211735,111.50,25,Under-Patron
3211761,12.00,20,Under-Patron
3211764,4.00,11,Under-Patron
3211766,4.00,11.03,Under-Patron
3211797,4508.00,2.5,Under-Patron
3211801,20.00,4,Under-Patron
3211907,100.00,8,Under-Patron
3211936,-1.00,30,Under-Patron
3211980,5.00,20,Under-Patron
3211989,99.00,630,Under-Patron
3212024,3.00,0,Under-Patron
3212094,9.00,60,Under-Patron
3212112,15.38,60,Under-Patron
3212139,30.50,3,Under-Patron
3212151,21.00,5,Under-Patron
3212219,10.50,30,Under-Patron
3212250,143.30,9,Under-Patron
3212263,8.00,150,Under-Patron
3212271,113.00,50,Under-Patron
3212291,1073.00,100,Under-Patron
3212304,997.00,25,Under-Patron
3212330,29.50,1200,Under-Patron
3212331,2.00,5,Under-Patron
3212351,4.00,13.5,Under-Patron
3212382,1349.00,55.6,Under-Patron
3212447,248.00,29.5,Under-Patron
3212478,1.80,100,Under-Patron
3212492,2.00,25,Under-Patron
3212511,4.00,9.2,Under-Patron
3212512,50.00,10,Under-Patron
3212647,58.00,20,Under-Patron
3212650,13.00,10,Under-Patron
3212670,-3.00,250,Under-Patron
3212682,19.00,13,Under-Patron
3212697,6237.85,35,Under-Patron
3212742,49.00,25,Under-Patron
3212863,31.50,10,Under-Patron
3212886,208.50,10,Under-Patron
3212963,79.00,67,Under-Patron
3212982,19.00,25,Under-Patron
3213013,13.00,136.4,Under-Patron
3213014,55109.00,100,Under-Patron
3213032,5.25,16.65,Under-Patron
3213124,3098.00,10,Under-Patron
3213188,10.10,20,Under-Patron
3213206,67.00,9.9,Under-Patron
3213223,39.25,43,Under-Patron
3213228,97.00,25,Under-Patron
3213237,98.00,5,Under-Patron
3213241,49.00,25,Under-Patron
3213266,1.00,10.1,Under-Patron
3213275,49.00,10,Under-Patron
3213291,25.60,1,Under-Patron
3213295,1.75,6,Under-Patron
3213301,17.00,28.5,Under-Patron
3213306,16.50,16.9,Under-Patron
3213313,3.50,5,Under-Patron
3213327,40.50,5,Under-Patron
3213331,17.00,5,Under-Patron
3213343,17.50,25,Under-Patron
3213351,23.00,1,Under-Patron
3213378,8.00,6,Under-Patron
3213380,6.00,19.9,Under-Patron
3213384,8.00,34.5,Under-Patron
3213418,23.50,10.1,Under-Patron
3213444,18.00,8,Under-Patron
3213457,16.00,15.25,Under-Patron
3213460,14.50,16.5,Under-Patron
3213475,1.00,2500,Under-Patron
3213484,9.00,40,Under-Patron
3213504,7.75,100,Under-Patron
3213512,94.50,25,Under-Patron
3213514,749.00,15,Under-Patron
3213522,43.50,43,Under-Patron
3213525,18.00,29.5,Under-Patron
3213535,29.20,320,Under-Patron
3213537,631.40,2.25,Under-Patron
3213639,28.00,1,Under-Patron
3213640,18.00,17.5,Under-Patron
3213643,7.00,11,Under-Patron
3213651,19.00,50,Under-Patron
3213663,28.00,10.7,Under-Patron
3213668,10.10,10,Under-Patron
3213725,9.00,20,Under-Patron
3213767,9.00,24.5,Under-Patron
3213773,1.50,18.5,Under-Patron
3213781,21.00,50,Under-Patron
3213795,32.50,15,Under-Patron
3216165,49.00,3,Under-Patron
3216166,23.50,51.5,Under-Patron
3216171,37.00,17.5,Under-Patron
3216172,22.00,5,Under-Patron
3216173,72.00,100,Under-Patron
3216246,-1.00,1,Under-Patron
3216272,15.45,14.7,Under-Patron
3216289,17.80,9,Under-Patron
3216310,98.00,25,Under-Patron
3216315,17733.85,40,Under-Patron
3216323,-1.00,19,Under-Patron
3216332,8.00,26.25,Under-Patron
3216340,374.00,10,Under-Patron
3216378,574.00,20,Under-Patron
3216472,2546.30,31.5,Under-Patron
3216488,14.00,25.5,Under-Patron
3216614,36.25,5,Under-Patron
3216620,29.60,6,Under-Patron
3216700,-1.00,15,Under-Patron
3216704,60.80,18.7,Under-Patron
3216715,67.20,10,Under-Patron
3216725,26.00,40,Under-Patron
3216739,16128.50,60,Under-Patron
3216741,11.50,5.75,Under-Patron
3216743,5188.90,10,Under-Patron
3216748,13.50,25,Under-Patron
3216760,43.00,20,Under-Patron
3216768,19.50,34.5,Under-Patron
3216780,4.00,23,Under-Patron
3216796,56.00,10,Under-Patron
3216811,29.00,30.8,Under-Patron
3216816,49.00,5.55,Under-Patron
3216821,98.00,20,Under-Patron
3216831,12.50,1000,Under-Patron
3216857,20.00,15.25,Under-Patron
3216858,7.33,11.1,Under-Patron
3216861,28.50,16.7,Under-Patron
3216865,17.50,2,Under-Patron
3216887,20059.50,21.25,Under-Patron
3216898,162.63,10,Under-Patron
3216904,3.00,17.5,Under-Patron
3216922,0.00,10,Under-Patron
3216930,20.00,8,Under-Patron
3216931,49.00,12.5,Under-Patron
3216945,8.00,12.5,Under-Patron
3216972,149.00,52.5,Under-Patron
3216984,42.00,5,Under-Patron
3216996,12.70,2,Under-Patron
3216999,24.00,15,Under-Patron
3217009,9.00,19.9,Under-Patron
3217010,9.50,25,Under-Patron
3217017,3.00,61.4,Under-Patron
3217037,14.75,10.25,Under-Patron
3217045,6.07,14.75,Under-Patron
3217083,44.95,25.7,Under-Patron
3217085,9.00,25.5,Under-Patron
3217086,26.90,61.5,Under-Patron
3217094,32.50,10,Under-Patron
3217095,29.00,10,Under-Patron
3217105,8.00,5,Under-Patron
3217142,4.00,13,Under-Patron
3217154,25.50,51.5,Under-Patron
3217176,27.25,20.25,Under-Patron
3217185,2.00,250,Under-Patron
3217205,229.25,11.5,Under-Patron
3217215,22.00,26.25,Under-Patron
3217221,2999.00,10,Under-Patron
3217226,9.00,15.75,Under-Patron
3217283,31.35,3,Under-Patron
3217294,12.75,5,Under-Patron
3217298,51.00,15.7,Under-Patron
3217303,7.75,29.5,Under-Patron
3217309,13.50,25,Under-Patron
3217313,30.00,26.25,Under-Patron
3217315,19.00,11,Under-Patron
3217321,197.00,27.5,Under-Patron
3217362,12.50,23.75,Under-Patron
3217404,2.50,51.5,Under-Patron
3217429,5.00,1,Under-Patron
3217431,9.00,56.25,Under-Patron
3217448,10.70,33.5,Under-Patron
3217474,29.00,1,Under-Patron
3217476,22.25,15,Under-Patron
3217531,26.50,4.5,Under-Patron
3217536,42.10,11,Under-Patron
3217538,9.00,15,Under-Patron
3217564,49.00,10,Under-Patron
3217579,14.25,45.45,Under-Patron
3217582,21.50,5,Under-Patron
3217602,2.00,10,Under-Patron
3217604,19.50,20,Under-Patron
3217620,22.00,11.5,Under-Patron
3217621,2.00,18,Under-Patron
3217622,47.00,14,Under-Patron
3217626,3029.25,5,Under-Patron
3217645,10.10,20,Under-Patron
3217687,19.00,25,Under-Patron
3217701,24.00,10.25,Under-Patron
3217703,18.00,100,Under-Patron
3217705,24.00,5,Under-Patron
3217778,110.03,30,Under-Patron
3217784,1.50,10,Under-Patron
3217805,3.00,5,Under-Patron
3217859,6.00,27.5,Under-Patron
3217866,326.00,15,Under-Patron
3217868,18.00,11.5,Under-Patron
3217870,5629.00,7.18,Under-Patron
3217893,7497.00,10,Under-Patron
3217895,684.00,6,Under-Patron
3217920,58.00,30,Under-Patron
3217922,-10.00,50,Under-Patron
3217933,14.00,15,Under-Patron
3217954,9.00,5,Under-Patron
3217970,78.00,25,Under-Patron
3218112,49.00,7,Under-Patron
3218142,7.00,30,Under-Patron
3218143,299.00,50,Under-Patron
3218148,98.00,10,Under-Patron
3218156,197.00,100,Under-Patron
3218173,90.50,7.98,Under-Patron
3218189,3699.00,18.5,Under-Patron
3218190,14.00,6,Under-Patron
3218192,12.50,25,Under-Patron
3218224,54.60,9.85,Under-Patron
3218229,28.50,18.7,Under-Patron
3218246,199.00,10,Under-Patron
3218249,72.00,41.5,Under-Patron
3218282,8.20,4.5,Under-Patron
3218284,9.00,10,Under-Patron
3218294,19.00,10,Under-Patron
3218307,8.00,11.15,Under-Patron
3218311,249.00,10,Under-Patron
3218323,11.00,20,Under-Patron
3218326,34.00,7,Under-Patron
3218382,22.00,10,Under-Patron
3218402,24.00,20,Under-Patron
3218449,8.00,12.5,Under-Patron
3218455,13.00,30,Under-Patron
3218477,64.00,46,Under-Patron
3218481,74.00,9,Under-Patron
3218483,305.40,11.5,Under-Patron
3218485,17.50,14,Under-Patron
3218489,99.00,9.35,Under-Patron
3218499,15.65,3.5,Under-Patron
3218503,70.00,20,Under-Patron
3218517,17.00,5,Under-Patron
3218524,6.90,5,Under-Patron
3218553,430.00,17.5,Under-Patron
3218555,49.00,16,Under-Patron
3218561,4.00,10,Under-Patron
3218598,24.00,10,Under-Patron
3218609,17.85,7,Under-Patron
3218623,8.00,3,Under-Patron
3218624,0.00,8,Under-Patron
3218630,5.00,5,Under-Patron
3218653,627.50,18.6,Under-Patron
3218655,15.90,10,Under-Patron
3218656,4.00,50,Under-Patron
3218658,3.00,18.9,Under-Patron
3218701,3.00,100,Under-Patron
3218703,23.00,10,Under-Patron
3218714,-1.00,22.9,Under-Patron
3218715,5.00,10,Under-Patron
3218719,14581.90,1,Under-Patron
3218734,31.50,10,Under-Patron
3218743,9.10,2.5,Under-Patron
3218744,15.75,3,Under-Patron
3218746,140.85,6,Under-Patron
3218756,15.50,25,Under-Patron
3218785,5599.00,9.25,Under-Patron
3218808,39.00,28.5,Under-Patron
3218827,249.00,11,Under-Patron
3218836,199.00,18.5,Under-Patron
3218837,13.00,15,Under-Patron
3218841,42.00,33,Under-Patron
3218844,3089.80,100,Under-Patron
3218870,389.60,50,Under-Patron
3218904,5472.35,100,Under-Patron
3218908,0.00,3,Under-Patron
3218918,15.50,77,Under-Patron
3218945,37.75,103,Under-Patron
3218966,57.00,100,Under-Patron
3218981,49.00,5,Under-Patron
3218987,58.40,10,Under-Patron
3218990,9.00,20,Under-Patron
3219006,19.00,11,Under-Patron
3219007,21.50,19,Under-Patron
3219041,66.50,10,Under-Patron
3219046,49.00,10,Under-Patron
3219064,39.00,5,Under-Patron
3219094,2.00,25,Under-Patron
3219127,64.25,100,Under-Patron
3219131,16.50,20,Under-Patron
3219165,8.00,13,Under-Patron
3219212,135.50,34.5,Under-Patron
3219230,-3.00,35,Under-Patron
3219248,13.70,10,Under-Patron
3219259,7.00,300,Under-Patron
3219260,24.00,6,Under-Patron
3219284,39.00,14.7,Under-Patron
3219297,18.00,10,Under-Patron
3219307,448.25,10,Under-Patron
3219341,56.00,4,Under-Patron
3219344,19.00,8.75,Under-Patron
3219358,90.50,1,Under-Patron
3219368,22.50,11.1,Under-Patron
3219369,2.00,19,Under-Patron
3219382,5.00,16.25,Under-Patron
3219391,14.00,6.7,Under-Patron
3219404,15.70,10,Under-Patron
3219410,21.50,20,Under-Patron
3219414,39.00,10,Under-Patron
3219419,59.00,15,Under-Patron
3219420,4.75,11.1,Under-Patron
3219458,9.00,14.75,Under-Patron
3219459,24.00,10.5,Under-Patron
3219461,44.00,10.25,Under-Patron
3219467,33.50,68.5,Under-Patron
3219486,22.00,55,Under-Patron
3219510,9.00,46.5,Under-Patron
3219551,549.00,25,Under-Patron
3219560,59.80,31.5,Under-Patron
3219579,3.55,2,Under-Patron
3219608,68.00,11.5,Under-Patron
3219618,999.00,10,Under-Patron
3219625,14.25,31.2,Under-Patron
3219678,20.10,14.7,Under-Patron
3219685,13.70,11.1,Under-Patron
3219696,1.00,7.45,Under-Patron
3219702,248.75,29.5,Under-Patron
3219709,9.00,8,Under-Patron
3219724,16.50,10,Under-Patron
3219729,150.00,13,Under-Patron
3219733,6.00,2500,Under-Patron
3219818,10.50,10,Under-Patron
3219824,11.50,10,Under-Patron
3219834,51.50,33.5,Under-Patron
3219842,4.00,18.7,Under-Patron
3219867,28.00,5,Under-Patron
3219874,13.00,15,Under-Patron
3219922,18.90,10,Under-Patron
3219923,24.00,27,Under-Patron
3219975,60.40,10,Under-Patron
3219992,39.25,15.25,Under-Patron
3220026,26.50,8,Under-Patron
3220035,24.70,7.2,Under-Patron
3220042,22.50,9,Under-Patron
3220052,73060.50,20,Under-Patron
3220073,7.00,10,Under-Patron
3220088,9.00,10,Under-Patron
3220091,2.00,10,Under-Patron
3220099,12.00,10,Under-Patron
3220116,49.50,10,Under-Patron
3220127,18.25,11,Under-Patron
3220184,5497.00,10,Under-Patron
3220238,6.50,31.5,Under-Patron
3220244,47.50,10,Under-Patron
3220260,9.00,25,Under-Patron
3220267,12.75,10,Under-Patron
3220284,2.00,10,Under-Patron
3220293,7.00,10,Under-Patron
3220298,24.50,10,Under-Patron
3220322,2.00,10,Under-Patron
3220362,114.70,6,Under-Patron
3220369,27.50,10,Under-Patron
3220371,23.00,11,Under-Patron
3220372,50.50,25,Under-Patron
3220394,9.00,10,Under-Patron
3220422,44.50,25,Under-Patron
3220462,34.75,10,Under-Patron
3220471,48.50,10,Under-Patron
3220472,-1.00,7.5,Under-Patron
3220479,55.25,10,Under-Patron
3220485,31.50,10,Under-Patron
3220490,0.00,10,Under-Patron
3220506,13.00,10,Under-Patron
3220512,3.50,12.7,Under-Patron
3220544,9.00,10,Under-Patron
3220548,14.00,100,Under-Patron
3220555,9.00,10,Under-Patron
3220563,51194.45,10,Under-Patron
3220580,4.00,24,Under-Patron
3220629,9.00,10,Under-Patron
3220635,19.00,10,Under-Patron
3220681,48.50,10,Under-Patron
3220684,17.00,10,Under-Patron
3220685,113.00,10,Under-Patron
3220701,41.50,11.5,Under-Patron
3220706,18.00,10,Under-Patron
3220713,24.00,10,Under-Patron
3220726,9.25,17.5,Under-Patron
3220739,98.00,100,Under-Patron
3220765,11.50,10,Under-Patron
3220766,29.00,13.5,Under-Patron
3220790,9.00,10,Under-Patron
3220802,2.00,10,Under-Patron
3220808,226.50,3,Under-Patron
3220840,64.00,10,Under-Patron
3220850,9.50,20,Under-Patron
3220852,11.18,10,Under-Patron
3220863,7.00,10,Under-Patron
3220880,4039.00,10,Under-Patron
3220893,4.00,50,Under-Patron
3220900,29.00,10,Under-Patron
3220905,619.00,100,Under-Patron
3220916,13.00,10,Under-Patron
3220937,4.00,20,Under-Patron
3220955,1.00,300,Under-Patron
3220964,123.00,10,Under-Patron
3220967,1.00,20,Under-Patron
3220984,154.00,10,Under-Patron
3220993,48.00,10,Under-Patron
3220995,18.00,50,Under-Patron
3221008,5098.00,10,Under-Patron
3221010,6.98,12,Under-Patron
3221012,17.50,10,Under-Patron
3221041,5.00,11,Under-Patron
3221088,23.00,10,Under-Patron
3221094,8.85,5,Under-Patron
3221095,16.70,10,Under-Patron
3221101,8.00,10,Under-Patron
3221106,1092.00,10,Under-Patron
3221115,2.50,10,Under-Patron
3221116,11.50,15,Under-Patron
3221135,9.00,5,Under-Patron
3221136,7.15,5,Under-Patron
3221141,9.00,5,Under-Patron
3221143,34.00,10,Under-Patron
3221157,5.00,10,Under-Patron
3221184,9.00,10,Under-Patron
3221236,17.00,10,Under-Patron
3221278,10.50,5,Under-Patron
3221288,29.00,10,Under-Patron
3221300,7545.00,10,Under-Patron
3221330,7.00,10,Under-Patron
3221353,31.50,10,Under-Patron
3221375,10.50,5,Under-Patron
3221389,33.00,10,Under-Patron
3221408,8.35,3,Under-Patron
3221452,2.50,53.5,Under-Patron
3221472,17.00,10,Under-Patron
3221481,3.00,10,Under-Patron
3221482,2.00,10,Under-Patron
3221521,16.50,2.5,Under-Patron
3221528,24.25,10,Under-Patron
3221540,9.00,10,Under-Patron
3221600,9.00,11,Under-Patron
